label,hash,flavor_text
WAZANAME_072,62C1B4D6975ED0C5,Mega Drain
WAZANAME_073,62C1B3D6975ECF12,Leech Seed
WAZANAME_074,62C1AED6975EC693,Growth
WAZANAME_075,62C1ADD6975EC4E0,Razor Leaf
WAZANAME_076,62C1B0D6975EC9F9,Solar Beam
WAZANAME_077,62C1AFD6975EC846,Poison Powder
WAZANAME_078,62C1BAD6975EDAF7,Stun Spore
WAZANAME_079,62C1B9D6975ED944,Sleep Powder
WAZANAME_080,62C538D69761E6E8,Petal Dance
WAZANAME_081,62C539D69761E89B,String Shot
WAZANAME_082,62C53AD69761EA4E,Dragon Rage
WAZANAME_083,62C53BD69761EC01,Fire Spin
WAZANAME_084,62C53CD69761EDB4,Thunder Shock
WAZANAME_085,62C53DD69761EF67,Thunderbolt
WAZANAME_086,62C53ED69761F11A,Thunder Wave
WAZANAME_087,62C53FD69761F2CD,Thunder
WAZANAME_088,62C530D69761D950,Rock Throw
WAZANAME_089,62C531D69761DB03,Earthquake
WAZANAME_090,62C83ED6976426F1,Fissure
WAZANAME_091,62C83DD69764253E,Dig
WAZANAME_092,62C83CD69764238B,Toxic
WAZANAME_093,62C83BD6976421D8,Confusion
WAZANAME_094,62C842D697642DBD,Psychic
WAZANAME_095,62C841D697642C0A,Hypnosis
WAZANAME_096,62C840D697642A57,Meditate
WAZANAME_097,62C83FD6976428A4,Agility
WAZANAME_098,62C836D697641959,Quick Attack
WAZANAME_099,62C835D6976417A6,Rage
WAZANAME_100,6BBFE3D69C8E8E4B,Teleport
WAZANAME_101,6BBFE2D69C8E8C98,Night Shade
WAZANAME_102,6BBFE5D69C8E91B1,Mimic
WAZANAME_103,6BBFE4D69C8E8FFE,Screech
WAZANAME_104,6BBFE7D69C8E9517,Double Team
WAZANAME_105,6BBFE6D69C8E9364,Recover
WAZANAME_106,6BBFE9D69C8E987D,Harden
WAZANAME_107,6BBFE8D69C8E96CA,Minimize
WAZANAME_108,6BBFDBD69C8E80B3,Smokescreen
WAZANAME_109,6BBFDAD69C8E7F00,Confuse Ray
WAZANAME_110,6BBCDDD69C8C4E42,Withdraw
WAZANAME_111,6BBCDED69C8C4FF5,Defense Curl
WAZANAME_112,6BBCDBD69C8C4ADC,Barrier
WAZANAME_113,6BBCDCD69C8C4C8F,Light Screen
WAZANAME_114,6BBCD9D69C8C4776,Haze
WAZANAME_115,6BBCDAD69C8C4929,Reflect
WAZANAME_116,6BBCD7D69C8C4410,Focus Energy
WAZANAME_117,6BBCD8D69C8C45C3,Bide
WAZANAME_118,6BBCE5D69C8C5BDA,Metronome
WAZANAME_119,6BBCE6D69C8C5D8D,Mirror Move
WAZANAME_120,6BB957D69C8934B9,Self-Destruct
WAZANAME_121,6BB956D69C893306,Egg Bomb
WAZANAME_122,6BB955D69C893153,Lick
WAZANAME_123,6BB954D69C892FA0,Smog
WAZANAME_124,6BB95BD69C893B85,Sludge
WAZANAME_125,6BB95AD69C8939D2,Bone Club
WAZANAME_126,6BB959D69C89381F,Fire Blast
WAZANAME_127,6BB958D69C89366C,Waterfall
WAZANAME_128,6BB95FD69C894251,Clamp
WAZANAME_129,6BB95ED69C89409E,Swift
WAZANAME_130,6BB5D1D69C861B30,Skull Bash
WAZANAME_131,6BB5D2D69C861CE3,Spike Cannon
WAZANAME_132,6BB5D3D69C861E96,Constrict
WAZANAME_133,6BB5D4D69C862049,Amnesia
WAZANAME_134,6BB5D5D69C8621FC,Kinesis
WAZANAME_135,6BB5D6D69C8623AF,Soft-Boiled
WAZANAME_136,6BB5D7D69C862562,High Jump Kick
WAZANAME_137,6BB5D8D69C862715,Glare
WAZANAME_138,6BB5D9D69C8628C8,Dream Eater
WAZANAME_139,6BB5DAD69C862A7B,Poison Gas
WAZANAME_140,6BCDDBD69C9ABE0F,Barrage
WAZANAME_141,6BCDDAD69C9ABC5C,Leech Life
WAZANAME_142,6BCDDDD69C9AC175,Lovely Kiss
WAZANAME_143,6BCDDCD69C9ABFC2,Sky Attack
WAZANAME_144,6BCDD7D69C9AB743,Transform
WAZANAME_145,6BCDD6D69C9AB590,Bubble
WAZANAME_146,6BCDD9D69C9ABAA9,Dizzy Punch
WAZANAME_147,6BCDD8D69C9AB8F6,Spore
WAZANAME_148,6BCDE3D69C9ACBA7,Flash
WAZANAME_149,6BCDE2D69C9AC9F4,Psywave
WAZANAME_150,6BCA55D69C97A486,Splash
WAZANAME_151,6BCA56D69C97A639,Acid Armor
WAZANAME_152,6BCA53D69C97A120,Crabhammer
WAZANAME_153,6BCA54D69C97A2D3,Explosion
WAZANAME_154,6BCA59D69C97AB52,Fury Swipes
WAZANAME_155,6BCA5AD69C97AD05,Bonemerang
WAZANAME_156,6BCA57D69C97A7EC,Rest
WAZANAME_157,6BCA58D69C97A99F,Rock Slide
WAZANAME_158,6BCA5DD69C97B21E,Hyper Fang
WAZANAME_159,6BCA5ED69C97B3D1,Sharpen
WAZANAME_160,6BC6EFD69C94C15D,Conversion
WAZANAME_161,6BC6EED69C94BFAA,Tri Attack
WAZANAME_162,6BC6EDD69C94BDF7,Super Fang
WAZANAME_163,6BC6ECD69C94BC44,Slash
WAZANAME_164,6BC6EBD69C94BA91,Substitute
WAZANAME_165,6BC6EAD69C94B8DE,Struggle
WAZANAME_166,6BC6E9D69C94B72B,Sketch
WAZANAME_167,6BC6E8D69C94B578,Triple Kick
WAZANAME_168,6BC6E7D69C94B3C5,Thief
WAZANAME_169,6BC6E6D69C94B212,Spider Web
WAZANAME_170,6BC369D69C91A7D4,Mind Reader
WAZANAME_171,6BC36AD69C91A987,Nightmare
WAZANAME_172,6BC36BD69C91AB3A,Flame Wheel
WAZANAME_173,6BC36CD69C91ACED,Snore
WAZANAME_174,6BC365D69C91A108,Curse
WAZANAME_175,6BC366D69C91A2BB,Flail
WAZANAME_176,6BC367D69C91A46E,Conversion 2
WAZANAME_177,6BC368D69C91A621,Aeroblast
WAZANAME_178,6BC361D69C919A3C,Cotton Spore
WAZANAME_179,6BC362D69C919BEF,Reversal
WAZANAME_180,6BDB53D69CA61453,Spite
WAZANAME_181,6BDB52D69CA612A0,Powder Snow
WAZANAME_182,6BDB55D69CA617B9,Protect
WAZANAME_183,6BDB54D69CA61606,Mach Punch
WAZANAME_184,6BDB57D69CA61B1F,Scary Face
WAZANAME_185,6BDB56D69CA6196C,Feint Attack
WAZANAME_186,6BDB59D69CA61E85,Sweet Kiss
WAZANAME_187,6BDB58D69CA61CD2,Belly Drum
WAZANAME_188,6BDB5BD69CA621EB,Sludge Bomb
WAZANAME_189,6BDB5AD69CA62038,Mud-Slap
WAZANAME_190,6BD7EDD69CA3312A,Octazooka
WAZANAME_191,6BD7EED69CA332DD,Spikes
WAZANAME_192,6BD7EBD69CA32DC4,Zap Cannon
WAZANAME_193,6BD7ECD69CA32F77,Foresight
WAZANAME_194,6BD7E9D69CA32A5E,Destiny Bond
WAZANAME_195,6BD7EAD69CA32C11,Perish Song
WAZANAME_196,6BD7E7D69CA326F8,Icy Wind
WAZANAME_197,6BD7E8D69CA328AB,Detect
WAZANAME_198,6BD7E5D69CA32392,Bone Rush
WAZANAME_199,6BD7E6D69CA32545,Lock-On
WAZANAME_200,74D67ED6A1D39536,Outrage
WAZANAME_201,74D67FD6A1D396E9,Sandstorm
WAZANAME_202,74D67CD6A1D391D0,Giga Drain
WAZANAME_203,74D67DD6A1D39383,Endure
WAZANAME_204,74D682D6A1D39C02,Charm
WAZANAME_205,74D683D6A1D39DB5,Rollout
WAZANAME_206,74D680D6A1D3989C,False Swipe
WAZANAME_207,74D681D6A1D39A4F,Swagger
WAZANAME_208,74D686D6A1D3A2CE,Milk Drink
WAZANAME_209,74D687D6A1D3A481,Spark
WAZANAME_210,74D984D6A1D5D53F,Fury Cutter
WAZANAME_211,74D983D6A1D5D38C,Steel Wing
WAZANAME_212,74D986D6A1D5D8A5,Mean Look
WAZANAME_213,74D985D6A1D5D6F2,Attract
WAZANAME_214,74D980D6A1D5CE73,Sleep Talk
WAZANAME_215,74D97FD6A1D5CCC0,Heal Bell
WAZANAME_216,74D982D6A1D5D1D9,Return
WAZANAME_217,74D981D6A1D5D026,Present
WAZANAME_218,74D98CD6A1D5E2D7,Frustration
WAZANAME_219,74D98BD6A1D5E124,Safeguard
WAZANAME_220,74CF92D6A1CD9884,Pain Split
WAZANAME_221,74CF93D6A1CD9A37,Sacred Fire
WAZANAME_222,74CF94D6A1CD9BEA,Magnitude
WAZANAME_223,74CF95D6A1CD9D9D,Dynamic Punch
WAZANAME_224,74CF8ED6A1CD91B8,Megahorn
WAZANAME_225,74CF8FD6A1CD936B,Dragon Breath
WAZANAME_226,74CF90D6A1CD951E,Baton Pass
WAZANAME_227,74CF91D6A1CD96D1,Encore
WAZANAME_228,74CF8AD6A1CD8AEC,Pursuit
WAZANAME_229,74CF8BD6A1CD8C9F,Rapid Spin
WAZANAME_230,74D318D6A1D0B20D,Sweet Scent
WAZANAME_231,74D317D6A1D0B05A,Iron Tail
WAZANAME_232,74D316D6A1D0AEA7,Metal Claw
WAZANAME_233,74D315D6A1D0ACF4,Vital Throw
WAZANAME_234,74D314D6A1D0AB41,Morning Sun
WAZANAME_235,74D313D6A1D0A98E,Synthesis
WAZANAME_236,74D312D6A1D0A7DB,Moonlight
WAZANAME_237,74D311D6A1D0A628,Hidden Power
WAZANAME_238,74D310D6A1D0A475,Cross Chop
WAZANAME_239,74D30FD6A1D0A2C2,Twister
WAZANAME_240,74C886D6A1C76572,Rain Dance
WAZANAME_241,74C887D6A1C76725,Sunny Day
WAZANAME_242,74C884D6A1C7620C,Crunch
WAZANAME_243,74C885D6A1C763BF,Mirror Coat
WAZANAME_244,74C882D6A1C75EA6,Psych Up
WAZANAME_245,74C883D6A1C76059,Extreme Speed
WAZANAME_246,74C880D6A1C75B40,Ancient Power
WAZANAME_247,74C881D6A1C75CF3,Shadow Ball
WAZANAME_248,74C88ED6A1C7730A,Future Sight
WAZANAME_249,74C88FD6A1C774BD,Rock Smash
WAZANAME_250,74CC0CD6A1CA7EFB,Whirlpool
WAZANAME_251,74CC0BD6A1CA7D48,Beat Up
WAZANAME_252,74CC0ED6A1CA8261,Fake Out
WAZANAME_253,74CC0DD6A1CA80AE,Uproar
WAZANAME_254,74CC10D6A1CA85C7,Stockpile
WAZANAME_255,74CC0FD6A1CA8414,Spit Up
WAZANAME_256,74CC12D6A1CA892D,Swallow
WAZANAME_257,74CC11D6A1CA877A,Heat Wave
WAZANAME_258,74CC04D6A1CA7163,Hail
WAZANAME_259,74CC03D6A1CA6FB0,Torment
WAZANAME_260,74C1FAD6A1C20BE0,Flatter
WAZANAME_261,74C1FBD6A1C20D93,Will-O-Wisp
WAZANAME_262,74C1FCD6A1C20F46,Memento
WAZANAME_263,74C1FDD6A1C210F9,Facade
WAZANAME_264,74C1FED6A1C212AC,Focus Punch
WAZANAME_265,74C1FFD6A1C2145F,Smelling Salts
WAZANAME_266,74C200D6A1C21612,Follow Me
WAZANAME_267,74C201D6A1C217C5,Nature Power
WAZANAME_268,74C202D6A1C21978,Charge
WAZANAME_269,74C203D6A1C21B2B,Taunt
WAZANAME_270,74C580D6A1C52569,Helping Hand
WAZANAME_271,74C57FD6A1C523B6,Trick
WAZANAME_272,74C57ED6A1C52203,Role Play
WAZANAME_273,74C57DD6A1C52050,Wish
WAZANAME_274,74C584D6A1C52C35,Assist
WAZANAME_275,74C583D6A1C52A82,Ingrain
WAZANAME_276,74C582D6A1C528CF,Superpower
WAZANAME_277,74C581D6A1C5271C,Magic Coat
WAZANAME_278,74C588D6A1C53301,Recycle
WAZANAME_279,74C587D6A1C5314E,Revenge
WAZANAME_280,74F18ED6A1EA781E,Brick Break
WAZANAME_281,74F18FD6A1EA79D1,Yawn
WAZANAME_282,74F18CD6A1EA74B8,Knock Off
WAZANAME_283,74F18DD6A1EA766B,Endeavor
WAZANAME_284,74F192D6A1EA7EEA,Eruption
WAZANAME_285,74F193D6A1EA809D,Skill Swap
WAZANAME_286,74F190D6A1EA7B84,Imprison
WAZANAME_287,74F191D6A1EA7D37,Refresh
WAZANAME_288,74F186D6A1EA6A86,Grudge
WAZANAME_289,74F187D6A1EA6C39,Snatch
WAZANAME_290,74F514D6A1ED91A7,Secret Power
WAZANAME_291,74F513D6A1ED8FF4,Dive
WAZANAME_292,74F516D6A1ED950D,Arm Thrust
WAZANAME_293,74F515D6A1ED935A,Camouflage
WAZANAME_294,74F510D6A1ED8ADB,Tail Glow
WAZANAME_295,74F50FD6A1ED8928,Luster Purge
WAZANAME_296,74F512D6A1ED8E41,Mist Ball
WAZANAME_297,74F511D6A1ED8C8E,Feather Dance
WAZANAME_298,74F50CD6A1ED840F,Teeter Dance
WAZANAME_299,74F50BD6A1ED825C,Blaze Kick
WAZANAME_300,7C39B9D6A5A66481,Mud Sport
WAZANAME_301,7C39B8D6A5A662CE,Ice Ball
WAZANAME_302,7C39B7D6A5A6611B,Needle Arm
WAZANAME_303,7C39B6D6A5A65F68,Slack Off
WAZANAME_304,7C39BDD6A5A66B4D,Hyper Voice
WAZANAME_305,7C39BCD6A5A6699A,Poison Fang
WAZANAME_306,7C39BBD6A5A667E7,Crush Claw
WAZANAME_307,7C39BAD6A5A66634,Blast Burn
WAZANAME_308,7C39B1D6A5A656E9,Hydro Cannon
WAZANAME_309,7C39B0D6A5A65536,Meteor Mash
WAZANAME_310,7C3633D6A5A34AF8,Astonish
WAZANAME_311,7C3634D6A5A34CAB,Weather Ball
WAZANAME_312,7C3635D6A5A34E5E,Aromatherapy
WAZANAME_313,7C3636D6A5A35011,Fake Tears
WAZANAME_314,7C3637D6A5A351C4,Air Cutter
WAZANAME_315,7C3638D6A5A35377,Overheat
WAZANAME_316,7C3639D6A5A3552A,Odor Sleuth
WAZANAME_317,7C363AD6A5A356DD,Rock Tomb
WAZANAME_318,7C362BD6A5A33D60,Silver Wind
WAZANAME_319,7C362CD6A5A33F13,Metal Sound
WAZANAME_320,7C4025D6A5AB87B3,Grass Whistle
WAZANAME_321,7C4024D6A5AB8600,Tickle
WAZANAME_322,7C4027D6A5AB8B19,Cosmic Power
WAZANAME_323,7C4026D6A5AB8966,Water Spout
WAZANAME_324,7C4029D6A5AB8E7F,Signal Beam
WAZANAME_325,7C4028D6A5AB8CCC,Shadow Punch
WAZANAME_326,7C402BD6A5AB91E5,Extrasensory
WAZANAME_327,7C402AD6A5AB9032,Sky Uppercut
WAZANAME_328,7C402DD6A5AB954B,Sand Tomb
WAZANAME_329,7C402CD6A5AB9398,Sheer Cold
WAZANAME_330,7C3CBFD6A5A8A48A,Muddy Water
WAZANAME_331,7C3CC0D6A5A8A63D,Bullet Seed
WAZANAME_332,7C3CBDD6A5A8A124,Aerial Ace
WAZANAME_333,7C3CBED6A5A8A2D7,Icicle Spear
WAZANAME_334,7C3CBBD6A5A89DBE,Iron Defense
WAZANAME_335,7C3CBCD6A5A89F71,Block
WAZANAME_336,7C3CB9D6A5A89A58,Howl
WAZANAME_337,7C3CBAD6A5A89C0B,Dragon Claw
WAZANAME_338,7C3CB7D6A5A896F2,Frenzy Plant
WAZANAME_339,7C3CB8D6A5A898A5,Bulk Up
WAZANAME_340,7C4731D6A5B1BAC5,Bounce
WAZANAME_341,7C4730D6A5B1B912,Mud Shot
WAZANAME_342,7C472FD6A5B1B75F,Poison Tail
WAZANAME_343,7C472ED6A5B1B5AC,Covet
WAZANAME_344,7C472DD6A5B1B3F9,Volt Tackle
WAZANAME_345,7C472CD6A5B1B246,Magical Leaf
WAZANAME_346,7C472BD6A5B1B093,Water Sport
WAZANAME_347,7C472AD6A5B1AEE0,Calm Mind
WAZANAME_348,7C4739D6A5B1C85D,Leaf Blade
WAZANAME_349,7C4738D6A5B1C6AA,Dragon Dance
WAZANAME_350,7C43ABD6A5AEA13C,Rock Blast
WAZANAME_351,7C43ACD6A5AEA2EF,Shock Wave
WAZANAME_352,7C43ADD6A5AEA4A2,Water Pulse
WAZANAME_353,7C43AED6A5AEA655,Doom Desire
WAZANAME_354,7C43A7D6A5AE9A70,Psycho Boost
WAZANAME_355,7C43A8D6A5AE9C23,Roost
WAZANAME_356,7C43A9D6A5AE9DD6,Gravity
WAZANAME_357,7C43AAD6A5AE9F89,Miracle Eye
WAZANAME_358,7C43B3D6A5AEAED4,Wake-Up Slap
WAZANAME_359,7C43B4D6A5AEB087,Hammer Arm
WAZANAME_360,7C4DBDD6A5B71457,Gyro Ball
WAZANAME_361,7C4DBCD6A5B712A4,Healing Wish
WAZANAME_362,7C4DBFD6A5B717BD,Brine
WAZANAME_363,7C4DBED6A5B7160A,Natural Gift
WAZANAME_364,7C4DB9D6A5B70D8B,Feint
WAZANAME_365,7C4DB8D6A5B70BD8,Pluck
WAZANAME_366,7C4DBBD6A5B710F1,Tailwind
WAZANAME_367,7C4DBAD6A5B70F3E,Acupressure
WAZANAME_368,7C4DB5D6A5B706BF,Metal Burst
WAZANAME_369,7C4DB4D6A5B7050C,U-turn
WAZANAME_370,7C4AB7D6A5B4D44E,Close Combat
WAZANAME_371,7C4AB8D6A5B4D601,Payback
WAZANAME_372,7C4AB5D6A5B4D0E8,Assurance
WAZANAME_373,7C4AB6D6A5B4D29B,Embargo
WAZANAME_374,7C4ABBD6A5B4DB1A,Fling
WAZANAME_375,7C4ABCD6A5B4DCCD,Psycho Shift
WAZANAME_376,7C4AB9D6A5B4D7B4,Trump Card
WAZANAME_377,7C4ABAD6A5B4D967,Heal Block
WAZANAME_378,7C4AAFD6A5B4C6B6,Wring Out
WAZANAME_379,7C4AB0D6A5B4C869,Power Trick
WAZANAME_380,7C1E29D6A58EA819,Gastro Acid
WAZANAME_381,7C1E28D6A58EA666,Lucky Chant
WAZANAME_382,7C1E27D6A58EA4B3,Me First
WAZANAME_383,7C1E26D6A58EA300,Copycat
WAZANAME_384,7C1E2DD6A58EAEE5,Power Swap
WAZANAME_385,7C1E2CD6A58EAD32,Guard Swap
WAZANAME_386,7C1E2BD6A58EAB7F,Punishment
WAZANAME_387,7C1E2AD6A58EA9CC,Last Resort
WAZANAME_388,7C1E31D6A58EB5B1,Worry Seed
WAZANAME_389,7C1E30D6A58EB3FE,Sucker Punch
WAZANAME_390,7C1B23D6A58C6810,Toxic Spikes
WAZANAME_391,7C1B24D6A58C69C3,Heart Swap
WAZANAME_392,7C1B25D6A58C6B76,Aqua Ring
WAZANAME_393,7C1B26D6A58C6D29,Magnet Rise
WAZANAME_394,7C1B27D6A58C6EDC,Flare Blitz
WAZANAME_395,7C1B28D6A58C708F,Force Palm
WAZANAME_396,7C1B29D6A58C7242,Aura Sphere
WAZANAME_397,7C1B2AD6A58C73F5,Rock Polish
WAZANAME_398,7C1B2BD6A58C75A8,Poison Jab
WAZANAME_399,7C1B2CD6A58C775B,Dark Pulse
WAZANAME_400,854FD4D6AAEA91EC,Night Slash
WAZANAME_401,854FD5D6AAEA939F,Aqua Tail
WAZANAME_402,854FD6D6AAEA9552,Seed Bomb
WAZANAME_403,854FD7D6AAEA9705,Air Slash
WAZANAME_404,854FD0D6AAEA8B20,X-Scissor
WAZANAME_405,854FD1D6AAEA8CD3,Bug Buzz
WAZANAME_406,854FD2D6AAEA8E86,Dragon Pulse
WAZANAME_407,854FD3D6AAEA9039,Dragon Rush
WAZANAME_408,854FDCD6AAEA9F84,Power Gem
WAZANAME_409,854FDDD6AAEAA137,Drain Punch
WAZANAME_410,85535AD6AAEDAB75,Vacuum Wave
WAZANAME_411,855359D6AAEDA9C2,Focus Blast
WAZANAME_412,855358D6AAEDA80F,Energy Ball
WAZANAME_413,855357D6AAEDA65C,Brave Bird
WAZANAME_414,855356D6AAEDA4A9,Earth Power
WAZANAME_415,855355D6AAEDA2F6,Switcheroo
WAZANAME_416,855354D6AAEDA143,Giga Impact
WAZANAME_417,855353D6AAED9F90,Nasty Plot
WAZANAME_418,855362D6AAEDB90D,Bullet Punch
WAZANAME_419,855361D6AAEDB75A,Avalanche
WAZANAME_420,855660D6AAEFEB7E,Ice Shard
WAZANAME_421,855661D6AAEFED31,Shadow Claw
WAZANAME_422,85565ED6AAEFE818,Thunder Fang
WAZANAME_423,85565FD6AAEFE9CB,Ice Fang
WAZANAME_424,855664D6AAEFF24A,Fire Fang
WAZANAME_425,855665D6AAEFF3FD,Shadow Sneak
WAZANAME_426,855662D6AAEFEEE4,Mud Bomb
WAZANAME_427,855663D6AAEFF097,Psycho Cut
WAZANAME_428,855658D6AAEFDDE6,Zen Headbutt
WAZANAME_429,855659D6AAEFDF99,Mirror Shot
WAZANAME_430,8559E6D6AAF30507,Flash Cannon
WAZANAME_431,8559E5D6AAF30354,Rock Climb
WAZANAME_432,8559E8D6AAF3086D,Defog
WAZANAME_433,8559E7D6AAF306BA,Trick Room
WAZANAME_434,8559E2D6AAF2FE3B,Draco Meteor
WAZANAME_435,8559E1D6AAF2FC88,Discharge
WAZANAME_436,8559E4D6AAF301A1,Lava Plume
WAZANAME_437,8559E3D6AAF2FFEE,Leaf Storm
WAZANAME_438,8559DED6AAF2F76F,Power Whip
WAZANAME_439,8559DDD6AAF2F5BC,Rock Wrecker
WAZANAME_440,85425CD6AADF3BA8,Cross Poison
WAZANAME_441,85425DD6AADF3D5B,Gunk Shot
WAZANAME_442,85425ED6AADF3F0E,Iron Head
WAZANAME_443,85425FD6AADF40C1,Magnet Bomb
WAZANAME_444,854260D6AADF4274,Stone Edge
WAZANAME_445,854261D6AADF4427,Captivate
WAZANAME_446,854262D6AADF45DA,Stealth Rock
WAZANAME_447,854263D6AADF478D,Grass Knot
WAZANAME_448,854254D6AADF2E10,Chatter
WAZANAME_449,854255D6AADF2FC3,Judgment
WAZANAME_450,854562D6AAE17BB1,Bug Bite
WAZANAME_451,854561D6AAE179FE,Charge Beam
WAZANAME_452,854560D6AAE1784B,Wood Hammer
WAZANAME_453,85455FD6AAE17698,Aqua Jet
WAZANAME_454,854566D6AAE1827D,Attack Order
WAZANAME_455,854565D6AAE180CA,Defend Order
WAZANAME_456,854564D6AAE17F17,Heal Order
WAZANAME_457,854563D6AAE17D64,Head Smash
WAZANAME_458,85455AD6AAE16E19,Double Hit
WAZANAME_459,854559D6AAE16C66,Roar of Time
WAZANAME_460,8548E8D6AAE4953A,Spacial Rend
WAZANAME_461,8548E9D6AAE496ED,Lunar Dance
WAZANAME_462,8548E6D6AAE491D4,Crush Grip
WAZANAME_463,8548E7D6AAE49387,Magma Storm
WAZANAME_464,8548E4D6AAE48E6E,Dark Void
WAZANAME_465,8548E5D6AAE49021,Seed Flare
WAZANAME_466,8548E2D6AAE48B08,Ominous Wind
WAZANAME_467,8548E3D6AAE48CBB,Shadow Force
WAZANAME_468,8548E0D6AAE487A2,Hone Claws
WAZANAME_469,8548E1D6AAE48955,Wide Guard
WAZANAME_470,854C4ED6AAE77863,Guard Split
WAZANAME_471,854C4DD6AAE776B0,Power Split
WAZANAME_472,854C50D6AAE77BC9,Wonder Room
WAZANAME_473,854C4FD6AAE77A16,Psyshock
WAZANAME_474,854C52D6AAE77F2F,Venoshock
WAZANAME_475,854C51D6AAE77D7C,Autotomize
WAZANAME_476,854C54D6AAE78295,Rage Powder
WAZANAME_477,854C53D6AAE780E2,Telekinesis
WAZANAME_478,854C56D6AAE785FB,Magic Room
WAZANAME_479,854C55D6AAE78448,Smack Down
WAZANAME_480,853464D6AAD30BE4,Storm Throw
WAZANAME_481,853465D6AAD30D97,Flame Burst
WAZANAME_482,853466D6AAD30F4A,Sludge Wave
WAZANAME_483,853467D6AAD310FD,Quiver Dance
WAZANAME_484,853460D6AAD30518,Heavy Slam
WAZANAME_485,853461D6AAD306CB,Synchronoise
WAZANAME_486,853462D6AAD3087E,Electro Ball
WAZANAME_487,853463D6AAD30A31,Soak
WAZANAME_488,85345CD6AAD2FE4C,Flame Charge
WAZANAME_489,85345DD6AAD2FFFF,Coil
WAZANAME_490,8537EAD6AAD6256D,Low Sweep
WAZANAME_491,8537E9D6AAD623BA,Acid Spray
